2.167166666,2.308333333,1.0,0.175,404.0
59.449916666,59.8165,2.0,0.375,404.0
63.791583333,64.09158333299999,2.0,0.225,404.0
64.77483333299999,65.99158333300001,7.0,1.325,404.0
73.324916666,73.42491666599999,1.0,0.14166666666666666,404.0
73.42491666599999,73.574916666,2.0,0.2,404.0
92.383166666,92.84991666599998,4.0,0.5166666666666667,404.0
92.85866666599999,93.074916666,2.0,0.21666666666666667,404.0
120.116583333,120.43325,3.0,0.35833333333333334,404.0
120.44158333299998,120.94983333299999,5.0,0.45,404.0
161.74991666600002,162.10825,1.0,0.35,404.0
266.06641666599995,266.58316666599995,4.0,0.5166666666666667,404.0
267.35,267.916416666,8.0,0.55,404.0
269.841416666,270.06641666599995,3.0,0.24166666666666667,404.0
270.074666666,270.216416666,1.0,0.13333333333333333,404.0
